ticker,sector,current_pe,sector_median_pe,calc_peg,quarterly_earnings_growth
TMPV,Consumer Cyclical,11.881618,37.789158,0.005454036263484049,21.785
TATASTEEL,Basic Materials,33.494507,46.457471999999996,0.12305109110947833,2.722
BAJAJ-AUTO,Consumer Cyclical,31.86513,37.789158,0.5989686090225563,0.532
GRASIM,Basic Materials,44.91901,46.457471999999996,1.069500238095238,0.42
ADANIPORTS,Industrials,26.891136,36.746372,0.9886447058823529,0.272
HINDALCO,Basic Materials,11.595891,46.457471999999996,0.544408028169014,0.213
M&M,Consumer Cyclical,30.089418,37.789158,1.892416226415094,0.159
